fecha,anio,mes,mineral,serie,unidad,fuente,precio
2019-07,2019,7,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2655.74299026541
2019-07,2019,7,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.001685971404
2019-08,2019,8,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),943723388.192662
2019-08,2019,8,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10781349.5845144
2019-08,2019,8,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40114.8654244306
2019-08,2019,8,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),112099.074305729
2019-08,2019,8,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),44732.4347576713
2019-08,2019,8,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4967.9307502061
2019-08,2019,8,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6054.78125
2019-08,2019,8,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3176.79331084055
2019-08,2019,8,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2696.79844859791
2019-08,2019,8,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.998619964513
2019-09,2019,9,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),952099982.701955
2019-09,2019,9,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11463167.5994338
2019-09,2019,9,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),44124.7067726069
2019-09,2019,9,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),108842.371674883
2019-09,2019,9,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),45356.3432193173
2019-09,2019,9,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4735.37351443124
2019-09,2019,9,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6067.53303964758
2019-09,2019,9,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2947.94421952317
2019-09,2019,9,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2687.55256518082
2019-09,2019,9,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.000834232765
2019-10,2019,10,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),929921928.038018
2019-10,2019,10,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10964673.0733576
2019-10,2019,10,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),42245.4067109463
2019-10,2019,10,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),111028.573058059
2019-10,2019,10,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),47252.4229395905
2019-10,2019,10,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4018.11793882612
2019-10,2019,10,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6942.32704402516
2019-10,2019,10,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2079.82409850484
2019-10,2019,10,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2339.62114134648
2019-10,2019,10,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.99880637536
2019-11,2019,11,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),914430464.687133
2019-11,2019,11,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10681946.653696
2019-11,2019,11,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),39261.222718254
2019-11,2019,11,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),113206.007742441
2019-11,2019,11,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),47096.4223965953
2019-11,2019,11,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3119.06562120788
2019-11,2019,11,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2070.79386855922
2019-11,2019,11,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2945.19247367513
2019-11,2019,11,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.998625118803
2019-12,2019,12,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),909377932.495838
2019-12,2019,12,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10503319.7992427
2019-12,2019,12,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),36333.905638349
2019-12,2019,12,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),115930.822748768
2019-12,2019,12,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),43507.4063914415
2019-12,2019,12,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3149.77996525767
2019-12,2019,12,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6723.64516129032
2019-12,2019,12,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2034.85280446235
2019-12,2019,12,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3637.01962724724
2019-12,2019,12,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.001005736422
2020-01,2020,1,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),943560606.060606
2020-01,2020,1,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10866575.7245988
2020-01,2020,1,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),36160.7186656856
2020-01,2020,1,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),113673.355370362
2020-01,2020,1,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),44194.110920526
2020-01,2020,1,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3532.52063921209
2020-01,2020,1,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),7320.51282051282
2020-01,2020,1,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2143.00767894176
2020-01,2020,1,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3526.54447251969
2020-01,2020,1,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.000342748099
2020-02,2020,2,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),966970019.513926
2020-02,2020,2,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10838265.3260318
2020-02,2020,2,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),35204.8651589337
2020-02,2020,2,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),107010.496920737
2020-02,2020,2,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),39785.3412156345
2020-02,2020,2,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3722.12285961079
2020-02,2020,2,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6364.34868421053
2020-02,2020,2,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2257.80409041981
2020-02,2020,2,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2617.41431515738
2020-02,2020,2,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.999080722502
2020-03,2020,3,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1140734793.18735
2020-03,2020,3,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),10715553.353193
2020-03,2020,3,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38737.0895041854
2020-03,2020,3,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),115115.824792021
2020-03,2020,3,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),42279.8342604675
2020-03,2020,3,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4200.57897060988
2020-03,2020,3,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6491.45299145299
2020-03,2020,3,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2143.31220040204
2020-03,2020,3,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2703.97059788672
2020-03,2020,3,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.999245855954
2020-04,2020,4,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1308738501.97109
2020-04,2020,4,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),11724465.3945698
2020-04,2020,4,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38390.4527559055
2020-04,2020,4,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),122267.152637541
2020-04,2020,4,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),45989.9350509699
2020-04,2020,4,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),5482.95709373598
2020-04,2020,4,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6366.36363636364
2020-04,2020,4,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4476.68118466899
2020-04,2020,4,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2671.03533043677
2020-04,2020,4,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.999100957216
2020-05,2020,5,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1290964376.59033
2020-05,2020,5,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12270812.533065
2020-05,2020,5,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38009.2850510678
2020-05,2020,5,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),123184.880522823
2020-05,2020,5,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),46277.6161509301
2020-05,2020,5,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6465.40183945683
2020-05,2020,5,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),5026.59611745742
2020-05,2020,5,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2807.77758558332
2020-05,2020,5,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.000183582647
2020-06,2020,6,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1240753302.392
2020-06,2020,6,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),12681641.7167345
2020-06,2020,6,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),38741.8084751418
2020-06,2020,6,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),127578.341976553
2020-06,2020,6,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),44942.4319011514
2020-06,2020,6,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),5278.59208295942
2020-06,2020,6,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4490.95602104636
2020-06,2020,6,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2842.60037913881
2020-06,2020,6,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.001130398427
2020-07,2020,7,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1328030080.10463
2020-07,2020,7,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),14716868.0279671
2020-07,2020,7,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40698.6254763201
2020-07,2020,7,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),184671.174488407
2020-07,2020,7,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),47689.5643768956
2020-07,2020,7,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4206.51006397983
2020-07,2020,7,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6401.94838709677
2020-07,2020,7,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2835.43566362715
2020-07,2020,7,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2655.7458205867
2020-07,2020,7,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.999260271113
2020-08,2020,8,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1407732498.90846
2020-08,2020,8,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),19194034.8267638
2020-08,2020,8,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),43065.0097465887
2020-08,2020,8,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),142959.015599264
2020-08,2020,8,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),53656.1456425724
2020-08,2020,8,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3950.2004008016
2020-08,2020,8,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6228.37037037037
2020-08,2020,8,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3006.09954079503
2020-08,2020,8,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2696.79653451658
2020-08,2020,8,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.998249755955
2020-09,2020,9,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1339131643.49959
2020-09,2020,9,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),18072547.9801392
2020-09,2020,9,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),45746.1351330142
2020-09,2020,9,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),140468.557968046
2020-09,2020,9,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),53070.9107385591
2020-09,2020,9,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4128.33689610945
2020-09,2020,9,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6315.16161616162
2020-09,2020,9,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2920.7656612529
2020-09,2020,9,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2687.55577720615
2020-09,2020,9,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.997944150971
2020-10,2020,10,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1303673528.14164
2020-10,2020,10,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),16624225.4505
2020-10,2020,10,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),43012.1285627653
2020-10,2020,10,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),137657.748105015
2020-10,2020,10,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),51938.7431078779
2020-10,2020,10,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4078.94409640859
2020-10,2020,10,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6271.76086956522
2020-10,2020,10,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2963.43575598178
2020-10,2020,10,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2339.6247549706
2020-10,2020,10,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.99853596182
2020-11,2020,11,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1227043265.55573
2020-11,2020,11,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),15809186.0193506
2020-11,2020,11,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),39275.5960729313
2020-11,2020,11,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),144579.769904296
2020-11,2020,11,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),54786.5392918826
2020-11,2020,11,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3687.45048247842
2020-11,2020,11,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6293.46226415094
2020-11,2020,11,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2942.0994509034
2020-11,2020,11,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2945.18361493859
2020-11,2020,11,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.998529265884
2020-12,2020,12,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1185465039.14024
2020-12,2020,12,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),15788072.272047
2020-12,2020,12,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40619.1539436365
2020-12,2020,12,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),154611.628718051
2020-12,2020,12,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),55702.7027027027
2020-12,2020,12,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3581.51162790698
2020-12,2020,12,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6282.61417322835
2020-12,2020,12,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2952.76918117344
2020-12,2020,12,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3637.0199142119
2020-12,2020,12,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),612.999816139454
2021-01,2021,1,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1197179449.64871
2021-01,2021,1,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),16587404.2805931
2021-01,2021,1,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40241.469816273
2021-01,2021,1,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),158595.972178968
2021-01,2021,1,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),53889.1749514794
2021-01,2021,1,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4186.56806942241
2021-01,2021,1,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6288.04081632653
2021-01,2021,1,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2947.43497263122
2021-01,2021,1,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2724.14125471391
2021-01,2021,1,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.000441891295
2021-02,2021,2,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1178304789.08976
2021-02,2021,2,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),17735984.4303724
2021-02,2021,2,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),42378.1122520748
2021-02,2021,2,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),172772.394352017
2021-02,2021,2,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),55890.7339754234
2021-02,2021,2,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4593.66237482117
2021-02,2021,2,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6801.57857142857
2021-02,2021,2,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2547.88832317837
2021-02,2021,2,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2617.41085769354
2021-02,2021,2,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.001392081323
2021-03,2021,3,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1149847936.27806
2021-03,2021,3,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),17097330.7175227
2021-03,2021,3,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40768.3113475694
2021-03,2021,3,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),186747.170191847
2021-03,2021,3,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),57883.4913983238
2021-03,2021,3,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3931.21854780733
2021-03,2021,3,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6387.03623188406
2021-03,2021,3,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2548.03903460165
2021-03,2021,3,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),2703.97317051431
2021-03,2021,3,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.002254006739
2021-04,2021,4,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1129019827.31052
2021-04,2021,4,Plata,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),16427628.0961801
2021-04,2021,4,Plomo,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),40014.4488163581
2021-04,2021,4,Cobre,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),186108.634074696
2021-04,2021,4,Zinc,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),56544.6074088657
2021-04,2021,4,Manganeso,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),4441.45225584345
2021-04,2021,4,Grafito,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),6324.49504950495
2021-04,2021,4,Barita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3714.72569388086
2021-04,2021,4,Fluorita,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),3823.18639445844
2021-04,2021,4,Silice,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),613.002133582016
2021-05,2021,5,Oro,Precio implicito nacional (valor/volumen),MXN/ton,INEGI Banco de Indicadores (calculo propio),1189978070.17544
